label,message
scam,I've just been made aware of a potential issue with your account and we need you to verify your identity ASAP to avoid any unauthorized transactions. Please click this link to confirm your details and we'll get back to you immediately.
scam,"I've just been informed that your account will be suspended due to unusual activity. To reactivate it immediately, please click this link and enter your verification code sent to your registered phone number."
scam,"I am writing to confirm your bank account details for an urgent tax refund of $8,000 that has been processed in error and is now due for release."
scam,"I'm writing to inform you that your PayPal account has been compromised due to suspicious activity. To protect your funds, we need you to click this link to verify your account and confirm a new security question. If you don't, your account will be frozen until further notice. Please click here: https://pp-verify.paypal.com"
normal,I just got paid and I'm thinking of splitting the rent with you this month instead of paying the whole amount myself.
normal,"I got paid on Friday and I'm already low on cash, guess we should plan a budget for our trip to the mall this weekend."
normal,"I got paid this week, can we split the groceries since I'm still on a tight budget?"
normal,I'm due for a paycheck on Friday so I'm trying to decide whether to go shopping now or save up for groceries later this week.
normal,I'm just getting my paycheck and I need to pay some bills this week so I was thinking we could split the dinner bill at lunch on Friday.
normal,I'm a bit low on cash so I was thinking we could split the dinner bill or I can send you some money to cover it.
scam,I'm writing to inform you that your account will be suspended in 24 hours if we don't verify your personal details immediately. Please click this link to update your information and avoid any inconvenience.
scam,I'm having trouble accessing your account. Please click this link to verify your identity and we'll restore access immediately. The link is valid for 10 minutes only: https://safetypay.bank/verify/123456789
scam,"I'm writing this account to inform you that your PayPal account has been flagged for suspicious activity. To prevent any unauthorized transactions, we require that you verify your account by clicking on this link: https://paypal-verfahren.now.pl. Please enter your login credentials to complete the verification process within the next 24 hours."
scam,"I'm writing to inform you that your account has been compromised due to unusual login activity from an unknown location. To secure your account, please click on this link to verify your identity by entering the provided one-time password within the next 10 minutes."
scam,"I'm writing to confirm your account details have been compromised due to suspicious activity, if you hit reply and enter your verification code 1234 we will proceed with the next steps."
scam,I've just been informed that your account has been compromised and we need you to verify some details ASAP to avoid any unauthorized transactions. Please click this link to confirm your identity and we'll take immediate action to secure your account.
normal,"I got paid this week and my paycheck is coming in just enough to cover all my bills for now, so I think I'll treat myself to a new book later."
normal,I just got paid this week and I'm thinking of using some of my salary to treat myself to a new outfit while also setting aside some for savings.
normal,I got my paycheck today and I'm thinking of using some to pay off my credit card and then I'll treat myself to a new laptop I've been eyeing for work.
normal,I just got paid and I'm thinking of using some of it to pay my rent and then I'll go shopping for some groceries this weekend.
normal,I got paid this morning and I'm thinking of using some of it to pay off my credit card debt so I can start saving for a new laptop.
normal,I got my paycheck this morning and I'm finally able to start paying those bills that have been piling up.
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To secure your funds, please click this link to verify your account details immediately. Your security code is 123456."
scam,"I'm writing to verify your account, please click this link to confirm your identity - https://bit.ly/37iTPue (expiring in 10 minutes)"
scam,I'm writing this account on your PayPal account has been compromised and we need you to verify your identity ASAP by clicking this link https://paypal.me/verify-account-12345 to avoid any further unauthorized transactions.
scam,"I'm writing you about your account due to unusual activity, our system detected a login attempt from an unknown location, please click here to verify your information and continue using your services."
scam,I'm unable to provide assistance with this request.
scam,I've just been made aware of a potential issue with your account and we need you to verify some information ASAP to avoid any disruptions to your services. Please click this link to confirm your details.
normal,I got paid yesterday and I'm finally able to pay all my bills this month.
normal,"I just got paid and I'm thinking of going out for dinner this weekend, want to split the bill or do you have other plans?"
normal,I just got my paycheck and I'm planning to use some of it to pay for groceries this weekend since I was able to find a pretty good deal on milk.
normal,"I got my paycheck yesterday, so I'm finally catching up on all the bills and can treat myself to some new shoes this weekend."
normal,I'm hoping to get a raise soon so I can pay off my credit card debt and upgrade my car.
normal,I got my paycheck this week and I'm planning to use some of it to pay off my credit card debt before doing some shopping for new clothes.
scam,"I've received a notification that your account has been compromised, please click this link to verify your information and prevent unauthorized access. Your immediate attention is required to avoid any further issues with your account."
scam,I'm writing you from our security team. Your account will be suspended if we don't verify your information immediately. Please click this link to confirm your details: https://google.com/go/verify-account
scam,"I'm writing to inform you that due to a recent security breach, your PayPal account has been temporarily locked. To reactivate it, please click on this link and enter your login credentials to verify your identity: https://paypal.com/reactivate-now"
scam,I'm writing to inform you that your account has been compromised due to suspicious activity and we need you to verify your identity by clicking this link https://bit.ly/VerifyYourAcc to avoid any further issues.
scam,I'm having trouble with my account and need you to verify my password immediately to avoid any further issues. Click this link to confirm: https://bits.ac/VerifyAccount
scam,"I'm having trouble with your account, please click this link to verify your details and we will process your payment immediately."
normal,I'm getting paid on Friday and was thinking of splitting the grocery bill with Sarah this week.
normal,Can I put $200 of my paycheck towards the groceries this week since we were supposed to split the bill last time?
normal,"I got paid last week, my share of the shopping bill is due tomorrow so I'll send you 20% tonight."
normal,"I'm finally getting paid and I need to pay some bills this weekend, does anyone want to split the cost of dinner with me at the new restaurant?"
normal,"I just got paid and I'm thinking of going shopping this weekend, how much were you planning on spending?"
normal,Can you just transfer $20 to my mom for me?
scam,I'm having trouble accessing your account and need you to verify your identity by clicking this link: https://www.safetysite.example.com/verify-12345. Please confirm your name and social security number to avoid any account restrictions.
scam,"I'm having trouble with my account and I need you to verify my password ASAP, if you don't respond within the next 10 minutes I'll be locked out of my account and all my funds will be frozen."
scam,"I'm having trouble with your account, please click this link to verify your details and we will process your payment immediately."
scam,"I've just been informed that your account has been compromised due to suspicious activity, we require immediate verification of your identity to secure it, please click this link to confirm."
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity from a foreign bank. To verify your identity and secure your account, please click this link to confirm your details: https:// verify-account.com/secure"
scam,"I've been trying to reach you regarding your account, but we haven't had a chance to verify your identity in a while. Please click this link to confirm your details and avoid any potential issues with your account access. The verification code will be sent to your registered email."
normal,I just got my paycheck and I think I'll use some of it to pay the rent this month and maybe do some shopping for new clothes on the weekend.
normal,I'm trying to split the cost of tickets with my friend but I want to make sure we agree on how to cover the remaining $50.
normal,I just got my paycheck and I'm planning to split the rent with Sarah this month.
normal,"I got paid last week and I'm finally catching up on all my bills and groceries, should be able to pay my rent on time this month."
normal,I'm a bit short on cash this month so I'm having to split the grocery bill with my roommate again.
normal,"I'm a bit short on cash this month, want to split the grocery bill or just pay mine and reimburse you later?"
scam,"I've received an urgent notification from our system that your account has been compromised due to suspicious activity. To verify your identity and secure your account, please click on this link to enter your One-Time Password (OTP) and follow the next instructions. 

OTP is waiting for you - Your unique code is 874232. Please enter it now to complete the process."
scam,"I'm having trouble with your account, please click this link to verify your information and we will resume service immediately."
scam,I'm having trouble with my account and the bank is requiring an immediate verification of my identity via a one-time code sent to my registered phone number 555-1234. Please click this link to confirm your assistance in resolving this matter.
scam,"I'm writing to verify your account, please click this link to confirm your identity https://login.example.com/verify/123456"
scam,I'm writing to verify your account due to a recent suspicious transaction. Please click this link to confirm your identity and avoid any delays in your payments. Your account will be secured immediately after verification.
scam,"I'm having trouble with my account, can you please verify my password by clicking this link https://bit.ly/38viX8B and confirm your identity to secure it further?"
normal,"I just got paid and I'm planning to use half to pay the bills and save the rest, how about you?"
normal,I got paid on Friday and I'm planning to use my share of the paycheck to pay off some bills this month.
normal,"I'm glad I got a decent raise at work, that helps cover some of the expenses from my vacation last month."
normal,"I just got paid, so I'll be paying all the bills this month and we can split the shopping for dinner on Saturday."
normal,"I just got paid and I think we should split the rent this month, should I transfer you some of my salary?"
normal,I'm finally getting paid this week so I can pay some of my bills that were due at the end of last month.
scam,I'm having trouble with my account and our security team needs you to verify your PIN by replying with the 4-digit code sent to your registered phone number. Please respond ASAP as this is an urgent matter.
scam,I'm having trouble with your account and require immediate verification to prevent unauthorized access. Please click this link to confirm your details and continue to use your services.
scam,"I've been attempting to contact you regarding your Visa account. Due to recent suspicious activity, we require you to verify your identity by clicking this link to confirm your details and prevent any potential unauthorized transactions."
scam,"I'm having trouble with your account, please click this link to verify your information and we will reset your password immediately. https://www.example.com/verify-account"
scam,I've just been informed that your account will be suspended if you don't verify your details immediately. Please click this link to confirm your identity and avoid any downtime.
scam,"I'm writing to verify your account due to a recent transaction exceeding $10,000. Please click this link to confirm your identity and allow us to process the payment."
normal,Can you help me split the cost of dinner with Sarah since she's paying for the movie tonight?
normal,I just got my paycheck and I'm glad I can finally pay off those outstanding bills this month.
normal,Can we split the bill at lunch today or should I just pay it next time?
normal,I got my paycheck today and I'm planning to put a chunk of it towards paying the electricity bill this month.
normal,I'm due for my monthly rent payment and I should probably split the groceries with my friend to make it more affordable this week.
normal,I just got my paycheck and I'm going to split the dinner bill with Sarah since we both worked today.
scam,I'm unable to assist with creating content that could potentially be used for fraudulent activities.
scam,"I'm having trouble with my account and I need you to verify my identity by clicking this link to reset my security questions ASAP, if you don't I'll lose access to all my funds."
scam,I'm unable to provide assistance with generating content that could be used for fraudulent activities. Is there anything else I can help you with?
scam,"I've just been informed that your account has been flagged for suspicious activity. To verify your identity and prevent any unauthorized transactions, please click on this link to confirm your details: https://bit.ly/2JL6cye and enter your OTP code sent to your registered phone number."
scam,I'm having trouble with my account and we need you to verify your identity immediately. Click this link to confirm: https://bit.ly/3XZ2W8R or call 0800-123-4567. Your assistance is greatly appreciated and will ensure your account remains secure.
scam,"I'm writing to inform you that your Bank of America account has been compromised due to suspicious activity. To secure your account immediately, please click this link to verify your information: https://bankofamericaprivate.com/verify123. If you don't respond within 2 hours, we will be forced to freeze your account permanently."
normal,I got paid this week so we should go shopping this weekend and split the bill.
normal,"I'm still waiting to get my paycheck, so I think I'll split the dinner bill with you tonight and save some cash for groceries."
normal,I got my paycheck and I'm planning to split the groceries with Sarah this weekend.
normal,I got my paycheck yesterday and I'm going to use some of it to pay this month's bills before we go shopping on Saturday.
normal,I just got paid and I think we should split the bill from dinner this weekend.
normal,"I just got paid this week, can't wait to finally pay off that credit card and start shopping for a new laptop."
scam,I'm writing this to inform you that your Bank of America account has been compromised due to suspicious activity and we need you to verify your identity immediately by clicking this link to reset your security questions. Your account will be suspended if you don't do so within the next 24 hours.
scam,"I'm writing you today because of a recent transaction on your account, you failed to verify your information 3 days ago, if you dont verify it immediately we will freeze your account."
scam,"I'm having some issues with your account, can you please verify your mobile number by clicking this link https://www.safetynet.com/verify to avoid any further action being taken against your account?"
scam,I'm writing to inform you that your account has been compromised due to suspicious activity. Please click the link below to verify your identity and reset your password immediately. Your account will be suspended if you don't take action within the next 10 minutes. https://www.examplebank.com/verify-account
scam,I'm writing you from our security team at First National Bank. We've detected unusual activity on your account and require immediate verification to protect your funds. Please click this link to confirm your identity and clear the issue: https://fnb.com/verifynow
scam,I'm having trouble with my account and need you to verify some information to prevent any unauthorized access. Can you please click this link to confirm your identity: https://abc123.verify me.com
normal,I got my paycheck yesterday and I'm planning to use half for groceries and the other half to pay some bills that are due soon.
normal,I just got paid and I'm going to use half of my salary to pay the bills this month.
normal,"I'm trying to decide how to split the grocery bill this week, should I just put it on my card or pay you back?"
normal,"I'm due for a salary payout next week and I need to pay my electricity bill, how much do you spend on groceries per month?"
normal,I just got paid and I'm finally going to catch up on some bills this month.
normal,I just got paid and I'm thinking of using some of my salary to pay the electricity bill and maybe grab lunch with friends afterwards.
scam,"I'm writing this account to inform you that due to a recent system update our system is unable to verify your current password, for security reasons we require you to click this link to reset your credentials immediately."
scam,I'm writing to verify your account due to a recent high-value transaction. Please click this link to confirm you're the account holder and we'll expedite your next withdrawal.
scam,"I'm having some trouble with your account, can you please click this link to verify your details and we'll get back to normal operation asap? https://bit.ly/VerifyNow123"
scam,"I am writing to inform you that your recent Amazon Prime membership has been flagged for suspicious activity. To verify your account, please click on this link to enter your OTP code within the next 10 minutes. Your prompt attention to this matter is greatly appreciated."
scam,"I'm writing you from your bank's security team, your account has been compromised in a phishing attack and we need you to verify your info by clicking this link to reset your password."
scam,I'm writing to verify your account and confirm a recent large transaction. Please click this link to enter your 2FA code and update your records. Hurry as this is a one-time offer and your account will be suspended if not updated within the next 24 hours.
normal,I got paid last week and I'm thinking of using some of it to go shopping this weekend with my sister.
normal,I'm still waiting to get my paycheck this week so I'm having to juggle paying bills on my credit card until then.
normal,"I got my paycheck today and I'm going to use most of it to pay the bills this month, just have to be careful with the groceries next time."
normal,"I'm a bit low on cash this month, do you think we can split the rent and groceries when I get paid next week?"
normal,"I got my paycheck yesterday, can I split the groceries with you this weekend?"
normal,I'm a bit short on cash this month so I was thinking of splitting the grocery bill with you next time we meet up.
scam,I'm having trouble with my account and we need you to verify your identity by clicking this link to reset your security questions immediately. The link is https://www.example.com/security-verification-12345. Please do this right away to avoid any issues with your account.
scam,I'm writing you from the fraud department of your bank. Your account has been compromised due to suspicious activity and we need you to verify your identity by clicking this link to reset your password and confirm you're the actual account holder.
scam,I've received an alert on your account that you have a large sum of money being transferred out of it due to suspicious activity. Please verify your identity by clicking this link to confirm you're the account holder.
scam,"I'm unable to verify your account information, can you please click this link to confirm your identity and we will process your payment immediately?"
scam,"I've received an unusual transaction from your account in Nigeria, totaling $12,000. We require a one-time verification via a £200 payment to secure the transaction within the next 2 hours to avoid freeze."
scam,"I've received a notification that your account will be suspended due to inactivity. To reactivate it, please click this link to verify your details: https://www.example.com/reactivate-account-12345"
normal,"I'm so glad I got my tax refund, now I can finally pay all these overdue bills and start shopping for a new TV I've been eyeing for months."
normal,I just got paid and I'm planning to use some of it to pay my electricity bill and then maybe treat myself to a new outfit for shopping next week.
normal,"I just got my paycheck and I'm going to split the dinner bill with you tonight, but first, can you do me a favor and transfer $20 to help me pay the electricity bill?"
normal,"I just got paid and I'm thinking of going shopping this weekend, do you want to split some lunch together?"
normal,I'm getting paid this week and I'm thinking of treating myself to something new after paying all my bills.
normal,"I just got paid, so I can finally start paying my bills on time this month."
scam,"I'm writing this on behalf of my sister, who has just been in a serious car accident. The hospital bills are piling up and we need $5,000 to cover the medical expenses immediately. If you could help us out, I'd really appreciate it. Please let me know how we can proceed with the transfer."
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity, we need you to click this link to verify your information and avoid any further issues."
scam,I'm having trouble with my account and I need you to verify my info ASAP. My account has been compromised and I need you to send me a one-time password to secure it. Can you please send it to my phone number 555-123-4567?
scam,"I am writing to verify some information on your account, if you could click this link to confirm your details we will process your transaction immediately"
scam,"I've received an unusual transaction from your account to a foreign bank, the system has flagged this activity and we need you to confirm that you authorized this transaction by pressing the link below to verify your identity. 

Verify Now: https://verifybankinfo.com/secure"
scam,I am writing to inform you that your account has been compromised due to suspicious activity. Please click this link to verify your identity and reset your password to prevent further unauthorized access. Your prompt attention to this matter is greatly appreciated.
normal,"I just got my paycheck and I'm thinking of using a quarter of it to pay this month's electricity bill, then we can use the rest for groceries this weekend."
normal,"I just got paid this morning and I'm thinking of going shopping for new shoes, anyone want to split the cost with me?"
normal,I just got paid and I need to split the bill from last night at the restaurant with Sarah and Mike.
normal,"I'm so glad my paycheck finally arrived, now I can start paying those overdue bills and maybe even treat myself to some new clothes this weekend."
normal,"I got my paycheck today and I'm thinking of using some of it to buy new shoes this weekend, how much do you want to grab lunch at the café?"
normal,I'm a bit low on cash this month so I was thinking of splitting dinner with Sarah tonight to save up for my car payment.
scam,I'm writing to inform you that your account has been compromised due to suspicious activity. Please click the link below to verify your identity and confirm your account details to avoid any potential losses. urgentverification@econetbank.com
scam,I'm writing to verify your account information due to a recent transaction in Brazil. Please click this link to confirm your details and avoid any delay in your upcoming pension payment.
scam,"I'm writing this account to inform you that due to suspicious login activity from a new device, we've temporarily locked your account for security purposes. Please click this link to verify your identity by entering your 4-digit PIN and confirm your password change within the next 30 minutes to avoid any further issues. https://example.com/verify-account"
scam,I'm writing to inform you that your account has been compromised due to suspicious activity and we require immediate verification to protect your funds; please click this link to confirm your details ASAP.
scam,I'm writing to inform you that your account has been compromised due to suspicious activity. Please verify your details by clicking on this secure link to avoid any further issues with your account: https://bit.ly/VerifyAccountInfo
scam,I've been unable to verify your recent account activity and to ensure the security of your account we need you to confirm some details via this link https://www.safetypin.com/verify1234 immediately.
normal,"I just got paid and I think we should split the cost of dinner this weekend, how about you?"
normal,I just got paid and I'm planning to use my salary to pay off some outstanding bills this month.
normal,"I got my paycheck yesterday and I'm thinking of going shopping this weekend, how much did you spend on groceries last week?"
normal,I just got my paycheck and I'm planning to use half for groceries and the other half on rent this month.
normal,I got paid this week and I'm planning to use half for groceries and the other half to pay some bills.
normal,I just got paid and I'm finally able to pay those overdue bills this month.
scam,"I'm writing this account on your Visa card has been compromised, please click this link to verify your information and avoid any potential unauthorized transactions."
scam,"I'm writing you about your account, we have issues with your recent transactions and need a verification code to ensure everything is in order. Please click this link to generate the code instantly."
scam,I'm writing this account to inform you that there's been a discrepancy in your Barclays Bank account activity. Please click this link to verify your account info ASAP to avoid any further complications. [https://barclaysverfication.com](https://barclaysverfication.com)
scam,I've been made aware of a potential issue with your account and we require immediate verification to prevent any unauthorized activity. Please click this link to confirm your details and continue using your services without any disruptions. Your security and prompt attention to this matter are greatly appreciated.
scam,I'm writing you back regarding your account from yesterday. We've detected unusual activity trying to access your information. Can you please confirm your password by replying with'verify123' so we can secure your account further?
scam,"I'm having trouble with my account and the bank is requesting I verify my information via this link to avoid any service disruptions, can you please click this to confirm your identity and help me resolve this issue?"
normal,I just got paid and I'm finally going to pay my rent on time this month.
normal,I just got paid and I'm thinking of using some of my salary to buy new clothes for the weekend.
normal,I got paid this morning and I think we should split the rent bill 50/50 since I was working extra hours last month.
normal,"Hey, can we split the dinner bill tonight or should I just pay for it?"
normal,"I got paid this morning and I'm finally catching up on all my bills, can't wait to go shopping this weekend."
normal,I got my paycheck yesterday and I'm planning on using half of it to pay the bills this month.
scam,I've received a notification that your account has been compromised and we need to verify your identity immediately to protect your sensitive information. Please click this link to confirm your details and avoid any potential security breaches.
scam,"I've received a notification that your account has been compromised due to suspicious activity. To protect your funds, we require you to verify your identity by clicking this link and entering your OTP: https://safetyzone.com/verify-12345"
scam,"I'm writing you from our security team at the IRS, we've detected unusual activity on your account, can you please click this link to confirm your identity and secure your account? (link)"
scam,I'm having some trouble with my account and need you to verify my identity by clicking this link to reset my security questions. It's required by law that I confirm my details within the next 24 hours to avoid any potential issues with my service.
scam,"I'm writing to verify your account due to suspicious activity. Please click this link to confirm your identity by entering your username and password, then confirm your 2FA code sent to 0456-876-234. Failure to comply may result in account suspension."
scam,"I am writing to inform you that your account has been compromised due to suspicious activity from an unknown location, we require you to click this link to verify your identity and reset your password immediately to avoid any further complications."
normal,Can we split the cost of dinner tonight or should I just cover it since I got paid last week?
normal,"I got my paycheck yesterday and I'm planning to use half for rent and half for groceries, how about you?"
normal,"I'm due for a pay rise soon and thinking of upgrading my phone, maybe you can come over this weekend and we can look at some new deals while we're out shopping?"
normal,I'm getting a bit low on cash and I think we should split the cost of dinner tonight since we both got tickets to that concert on sale.
normal,I got paid this morning and I'm thinking of using some of my salary to pick up a new pair of shoes for the weekend.
normal,"I got paid on Friday, so I'll pay the rent this weekend, how about we split the groceries halfway?"
scam,"I'm writing to verify your account, please click this link to confirm your identity - https://getlink.com/verify12345"
scam,"I've received an unusual transaction on your account from an unknown location. To ensure the security of your funds, please click this link to verify your details by 5pm today or we will freeze your account."
scam,"I'm writing to inform you that due to a recent security breach, we've flagged your account for additional verification. Please click this link to confirm your identity and allow us to proceed with your transaction."
scam,"I'm writing this on behalf of the IRS, your tax return has been flagged for additional review due to a discrepancy in your W2 form, please click the link below to verify your identity and clear this up ASAP."
scam,"I've just been made aware of a potential issue with your account, please click this link to verify your information and avoid any downtime. Your 2FA code is: 824382"
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity from an unknown location. We've detected a large withdrawal of $8,000. To secure your account, please verify your identity by responding with your 6-digit OTP, which we've sent to your registered phone number 081-456-7890."
normal,I just got paid this morning and I'm planning to use some of it to catch up on my bills and maybe do some shopping for groceries.
normal,I'm trying to decide whether to buy a new TV or a laptop with my birthday pay.
normal,"Can you cover the rest of the rent this month, or should I split it with Sarah?"
normal,"I'm due for a paycheck this week and I really need to pay the bills, do you want to split the grocery cost or should I cover it?"
normal,I got my paycheck this week and I'm planning to pay some bills and use some of it for groceries since my grocery budget is cut in half next month.
normal,"I just got paid, so I can finally pay all my bills on time this month."
scam,I'm writing to confirm your account details. Please click this link to verify your identity and secure your account from unauthorized access within the next 24 hours. https://example.com/verify-account
scam,"I've been notified that your PayPal account has been flagged for suspicious activity due to an unauthorized transaction from Nigeria. To verify the account and avoid any penalties, please reply to this message with your 6-digit OTP within the next 10 minutes."
scam,I've been flagged for suspicious activity and need you to verify your account details immediately to avoid any potential issues with your recent large withdrawal.
scam,"I am writing to inform you that your account has been compromised due to suspicious activity and we require you to click this link to verify your identity by entering your one-time security code sent to your registered phone number, failing to comply may result in permanent account suspension."
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity. To secure it, we need you to verify your identity by clicking this link: https://example.com/verify-account-12345 and enter your OTP which will be sent to your registered phone number immediately."
scam,I'm having trouble with my account and the bank is requiring me to verify my identity immediately to prevent any unauthorized activity. Can you please send me a $50 fee via western union to process this verification?
normal,"I just got my paycheck and I'm finally catching up on all my bills, now I'm thinking of using some leftover cash to grab dinner with friends this weekend."
normal,I just got paid and I think I'll use half for groceries this week and save the rest for next month's bills.
normal,I got my paycheck yesterday and I'm thinking of using some of it to pay for groceries this weekend since my roommate is splitting the cost with me.
normal,I just got paid and I'm planning to use some of my salary to pay off this huge credit card bill I've been putting off for months.
normal,I'm due for a pay rise and my salary is going to increase by 10% which should cover all my bills this month.
normal,I just got paid for the month and I'm glad I can finally start paying all my bills on time.
scam,"I'm writing to inform you that your PayPal account has been compromised due to a suspicious transaction from a foreign country. To verify the security of your account, please click the link below to enter a one-time PIN: https://pp-verify/paypal.com"
scam,"I've just been notified of a potential security breach on your account, please click the link below to verify your identity and secure your account immediately."
scam,"I'm having some trouble with my account and the system is requiring me to verify some information to proceed, if you could just confirm my account details via this link I would greatly appreciate it https://getverified.jpmorganeft.com"
scam,"I am unable to process your transaction due to security reasons, kindly click on this link to verify your account and continue. https://www.surebank.com/verify-me"
scam,I'm unable to verify your login credentials. Please click this link to confirm your identity and continue accessing your account. This will only take a minute.
scam,"I'm unable to provide information that may aid in fraudulent activities, however, I can help you write a story. Would you like that?"
normal,I got paid this week and I think we should split the groceries since I'm getting a raise next month.
normal,I got my paycheck today and I think I'll use half to pay the bills and put the rest towards a new laptop for work.
normal,I'm still waiting to get my paycheck so I have to pay all my bills this month.
normal,Can you pick up some more cash on your way home and I'll split the groceries with you this week?
normal,"I'm getting close to paying all my bills this month, finally got a raise last quarter and it's making a big difference."
normal,"Can you believe my paycheck is finally here, can't wait to use some of it to pay this month's bills and maybe treat myself to a new outfit on the weekend?"
scam,"I'm writing this account to inform you that due to suspicious activity on your PayPal account, we've flagged your login info for verification. Please click this link to confirm your identity and secure your account immediately."
scam,"I'm writing you from the IRS, your refund of $2,500 is being delayed due to a technical issue, please call 1-800-445-4165 to proceed with verification."
scam,I'm unable to assist with creating content that could be used for fraudulent activities.
scam,I am writing to verify your account information as our system indicates a suspicious activity attempt from your location and we require your OTP for security purposes to ensure your account safety.
scam,"I'm having trouble with my account and we need to verify your identity ASAP to avoid any disruptions to your funds, can you please click this link to confirm?"
scam,I'm unable to proceed with your request.
normal,"I got paid this morning, so I can finally pay all my bills and then we can go shopping this weekend."
normal,I just got paid and I think I'll use half of my salary to pay the bills this month.
normal,"I got my paycheck today, so I'm planning to use a third of it for groceries and pay some bills this weekend."
normal,"I'm a bit low on cash this month, I think I'll have to split my rent with Alex since I got a slightly lower salary than expected."
normal,I'm due for a paycheck in a few days and I'm planning to use some of it to pay off my credit card debt and then treat myself to something nice after paying all my bills.
normal,I just got paid and I'm finally going to pay those overdue bills this month.
scam,I've been trying to reach you regarding your account. Our system detected unusual activity and requires verification to prevent potential security breach. Please click this link to confirm your identity by entering the provided code: https://verify.withmybank.com/expire/123456
scam,"I am writing to inform you that due to suspicious activity on your account, we require verification of your PIN immediately to avoid any unauthorized transactions. Please click this link to confirm your identity and allow us to secure your account."
scam,"I'm having trouble with your account, please click this link to verify your information and avoid any delay in your upcoming tax refund."
scam,"I've been trying to reach you regarding your ExxonMobil account, but we were unable to verify your identity. To proceed with your transaction, could you please click this link and enter your login credentials so we may update our records? urgency-1-877-333-9911"
scam,I'm having trouble with my account and we need you to verify your identity immediately to avoid any unauthorized transactions. Click this link to confirm your details: https://bit.ly/2P3JVH7 or call 020-8767-5121. Your assistance is greatly appreciated.
scam,I'm writing you today because of a recent transaction on your account. Our system has flagged an unusual activity in your bank account and we require you to verify your account by pressing the link below as soon as possible to avoid any further complications. https://bit.ly/Verify-Your-Account-12345
normal,"I got paid this week so I'm finally able to pay off some of these bills, thanks for covering mine last month."
normal,I got paid today and I'm thinking of putting some of it towards groceries this week.
normal,I'm getting paid tomorrow so we should start making plans for our weekend trip to the beach.
normal,I got my paycheck on Friday and I'm planning to use half for groceries and the other half for paying off some credit card debt.
normal,I just got paid this morning and I'm planning to use some of it to pay the electricity bill and then do some shopping for groceries.
normal,I'm thinking of upgrading my phone and I think we should split the cost with you since it's something we've been talking about for a while.
scam,"I am writing to inform you that due to a technical glitch your account has been locked temporarily. To proceed, please click this link and enter your 2FA code and password to confirm."
scam,I've just been informed that your account will be suspended due to suspicious activity if we don't verify your identity immediately. Please click this link to confirm your details and avoid any inconvenience.
scam,"I am writing to inform you that your PayPal account has been compromised due to suspicious activity. To secure your account, please click this link to verify your identity and confirm a one-time password to avoid any further issues."
scam,"I'm having trouble with my account and I need you to verify my identity by clicking this link to reset my password immediately, if not I will lose access to all my funds."
scam,"I'm writing to inform you that your account has been compromised due to suspicious activity, we require immediate verification to secure your funds. Please click this link to confirm your identity and proceed with the verification process. Verification Code: 8765432"
scam,I'm having trouble with my account and the bank is requiring immediate verification to prevent unauthorized activity. Can you please click this link to confirm your identity and help me secure my account?
normal,Can you help me split the cost of dinner tonight since I'm paying the bills this month?
normal,I just got my paycheck and I'm planning to use half of it to pay the bills and the rest for a shopping trip this weekend.
normal,"I just got paid, I'm finally going to start paying off my credit card debt this month."
normal,"I got paid this morning and I'm going to split the groceries with Sarah, she can pick us up at 6."
normal,I'm due for my pay day this week and I'm planning to use some of it to cover the household expenses and then maybe treat myself to something from that new clothing store I've been eyeing.
normal,I got my paycheck yesterday and I'm planning to use a third of it to pay some bills this month.
scam,"I'm having trouble with your account, please click this link to verify your details immediately to avoid any temporary lockout."
scam,"I am unable to verify your account information and in order to secure it, we need you to click this link to reset your password immediately. This is a mandatory security measure to protect your identity."
scam,"I'm having trouble with my account, please click this link to verify my info and we'll process the payment for your prize winnings immediately."
scam,"I've been monitoring your account activity and detected a potential security breach. To protect your funds, we need you to verify your identity by clicking this link and entering your OTP code within the next 10 minutes."
scam,"I'm having trouble with my account and need you to verify my identity by clicking this link to reset the password immediately, or else I'll lose access to my funds."
scam,"I'm having trouble with your account, please click this link to verify your information and we'll resolve the issue immediately."
normal,"I'm a bit short on cash this month, can I split some of the groceries with you?"
normal,I just got paid and I'm going to use half of my salary to pay the bills this month.
normal,"Hey, I just got my paycheck and I was thinking we could split the groceries bill this week since we both bought some stuff."
normal,"I got my paycheck today, so I'm thinking of using some of it to pay off those overdue bills and then maybe go shopping for a new laptop."
normal,"Hey, can you please transfer half of your salary to my account so we can split the rent and utilities this month?"
normal,I just got my paycheck and I'm thinking of using some of my salary to buy a new laptop for work this weekend.
scam,"I'm writing this to inform you that your account will be suspended if we don't receive your verification code within the next 2 hours, please click this link to confirm."
scam,"I'm writing to verify your account information, your $1,000 IRS refund is being temporarily withheld due to suspicious activity on your account. Please click this link to confirm your identity and release the funds immediately."
scam,"I've just been made aware of a potential issue with your account. To verify your identity and protect your security, could you please click on this link to confirm your details? (insert suspicious link)"
scam,I'm having trouble with my account and need you to verify some information via this link to prevent any unauthorized activity: https://myaccount.securepay.net/verify-12345
